"","lat4","lon4","V1"
"6959",30.2816,-97.7369,2
"6960",30.2816,-97.7368,4
"6961",30.2816,-97.7367,9
"6962",30.2816,-97.7366,5
"6963",30.2816,-97.7365,7
"6964",30.2816,-97.7364,11
"6965",30.2816,-97.7363,27
"6966",30.2816,-97.7362,17
"6967",30.2816,-97.7361,5
"6968",30.2816,-97.736,4
"6969",30.2816,-97.7359,3
"6970",30.2816,-97.7358,2
"6971",30.2816,-97.7357,5
"6972",30.2816,-97.7356,6
"6973",30.2816,-97.7355,5
"6974",30.2816,-97.7354,7
"6975",30.2816,-97.7353,7
"6976",30.2816,-97.7352,1
"6977",30.2816,-97.7341,1
"6978",30.2816,-97.7336,1
"6979",30.2816,-97.7335,2
"6980",30.2816,-97.7334,34
"6981",30.2816,-97.7333,43
"6982",30.2816,-97.7332,18
"6983",30.2816,-97.7331,5
"6984",30.2816,-97.733,3
"6985",30.2816,-97.7329,7
"6986",30.2816,-97.7328,24
"6987",30.2816,-97.7327,13
"6988",30.2816,-97.7326,2
"6989",30.2816,-97.7325,1
"6990",30.2816,-97.7315,8
"6991",30.2816,-97.7314,22
"6992",30.2816,-97.7313,14
"6993",30.2816,-97.7312,5
"6994",30.2816,-97.7311,2
"6995",30.2816,-97.7308,1
"6996",30.2816,-97.7307,1
"6997",30.2816,-97.7305,3
"6998",30.2816,-97.7304,1
"6999",30.2816,-97.7303,1
"7000",30.2816,-97.7302,2
"7001",30.2816,-97.7301,1
"7002",30.2816,-97.7295,2
"7003",30.2816,-97.7294,5
"7004",30.2816,-97.7293,3
"7005",30.2816,-97.7292,2
"7006",30.2816,-97.729,1
"7007",30.2816,-97.7288,2
"7008",30.2816,-97.7286,1
"7009",30.2816,-97.728,2
"7010",30.2816,-97.7279,2
"7011",30.2816,-97.7278,1
"7012",30.2816,-97.7276,1
"7013",30.2816,-97.7275,2
"7014",30.2816,-97.7274,3
"7015",30.2816,-97.7273,2
"7016",30.2816,-97.7269,1
"7017",30.2816,-97.7268,1
"7018",30.2816,-97.7264,2
"7019",30.2816,-97.7263,1
"7020",30.2816,-97.7262,5
"7021",30.2816,-97.7261,3
"7022",30.2816,-97.726,3
"7023",30.2816,-97.7259,2
"7024",30.2816,-97.7257,3
"7025",30.2816,-97.7256,3
"7026",30.2816,-97.7251,2
"7027",30.2816,-97.725,1
"7028",30.2816,-97.7249,1
"7029",30.2816,-97.7248,4
"7030",30.2816,-97.7247,5
"7031",30.2816,-97.7246,17
"7032",30.2816,-97.7245,16
"7033",30.2816,-97.7244,24
"7034",30.2816,-97.7243,5
"7035",30.2816,-97.7242,5
"7036",30.2816,-97.7241,6
"7037",30.2816,-97.724,5
"7038",30.2816,-97.7239,3
"7039",30.2816,-97.7238,8
"7040",30.2816,-97.7237,4
"7041",30.2816,-97.7236,1
"7042",30.2817,-97.7507,1
"7043",30.2817,-97.744,3
"7044",30.2817,-97.7439,2
"7045",30.2817,-97.7438,1
"7046",30.2817,-97.7436,1
"7047",30.2817,-97.7434,19
"7048",30.2817,-97.7433,22
"7049",30.2817,-97.7432,70
"7050",30.2817,-97.7431,51
"7051",30.2817,-97.743,48
"7052",30.2817,-97.7429,27
"7053",30.2817,-97.7428,16
"7054",30.2817,-97.7427,13
"7055",30.2817,-97.7426,2
"7056",30.2817,-97.7425,8
"7057",30.2817,-97.7424,7
"7058",30.2817,-97.7423,18
"7059",30.2817,-97.7422,14
"7060",30.2817,-97.7421,61
"7061",30.2817,-97.742,35
"7062",30.2817,-97.7419,20
"7063",30.2817,-97.7418,17
"7064",30.2817,-97.7417,36
"7065",30.2817,-97.7416,18
"7066",30.2817,-97.7415,12
"7067",30.2817,-97.7414,17
"7068",30.2817,-97.7413,7
"7069",30.2817,-97.7412,8
"7070",30.2817,-97.7411,6
"7071",30.2817,-97.741,3
"7072",30.2817,-97.7409,1
"7073",30.2817,-97.7408,1
"7074",30.2817,-97.7407,5
"7075",30.2817,-97.7406,4
"7076",30.2817,-97.7404,1
"7077",30.2817,-97.7399,4
"7078",30.2817,-97.7398,5
"7079",30.2817,-97.7397,5
"7080",30.2817,-97.7396,2
"7081",30.2817,-97.7395,1
"7082",30.2817,-97.7393,1
"7083",30.2817,-97.7391,1
"7084",30.2817,-97.7379,1
"7085",30.2817,-97.7378,2
"7086",30.2817,-97.7377,11
"7087",30.2817,-97.7376,16
"7088",30.2817,-97.7375,14
"7089",30.2817,-97.7374,15
"7090",30.2817,-97.7373,1
"7091",30.2817,-97.7372,5
"7092",30.2817,-97.7371,2
"7093",30.2817,-97.737,5
"7094",30.2817,-97.7369,1
"7095",30.2817,-97.7368,4
"7096",30.2817,-97.7367,6
"7097",30.2817,-97.7366,4
"7098",30.2817,-97.7365,5
"7099",30.2817,-97.7364,4
"7100",30.2817,-97.7362,1
"7101",30.2817,-97.736,2
"7102",30.2817,-97.7357,1
"7103",30.2817,-97.7356,1
"7104",30.2817,-97.7354,4
"7105",30.2817,-97.7353,3
"7106",30.2817,-97.7352,3
"7107",30.2817,-97.7338,1
"7108",30.2817,-97.7336,2
"7109",30.2817,-97.7335,4
"7110",30.2817,-97.7334,18
"7111",30.2817,-97.7333,30
"7112",30.2817,-97.7332,14
"7113",30.2817,-97.7331,1
"7114",30.2817,-97.733,3
"7115",30.2817,-97.7329,8
"7116",30.2817,-97.7316,7
"7117",30.2817,-97.7315,19
"7118",30.2817,-97.7314,20
"7119",30.2817,-97.7313,8
"7120",30.2817,-97.7308,3
"7121",30.2817,-97.7307,3
"7122",30.2817,-97.7306,2
"7123",30.2817,-97.7304,8
"7124",30.2817,-97.7298,2
"7125",30.2817,-97.7294,2
"7126",30.2817,-97.7293,5
"7127",30.2817,-97.7292,5
"7128",30.2817,-97.7291,2
"7129",30.2817,-97.729,1
"7130",30.2817,-97.7289,1
"7131",30.2817,-97.7287,1
"7132",30.2817,-97.7284,3
"7133",30.2817,-97.728,1
"7134",30.2817,-97.7276,4
"7135",30.2817,-97.7275,4
"7136",30.2817,-97.7274,2
"7137",30.2817,-97.7271,1
"7138",30.2817,-97.7269,1
"7139",30.2817,-97.7268,1
"7140",30.2817,-97.7263,2
"7141",30.2817,-97.7261,2
"7142",30.2817,-97.726,3
"7143",30.2817,-97.7259,3
"7144",30.2817,-97.7258,1
"7145",30.2817,-97.7257,6
"7146",30.2817,-97.7256,3
"7147",30.2817,-97.7253,1
"7148",30.2817,-97.7252,1
"7149",30.2817,-97.7249,1
"7150",30.2817,-97.7248,2
"7151",30.2817,-97.7247,4
"7152",30.2817,-97.7246,18
"7153",30.2817,-97.7245,24
"7154",30.2817,-97.7244,46
"7155",30.2817,-97.7243,20
"7156",30.2817,-97.7242,3
"7157",30.2817,-97.7241,2
"7158",30.2817,-97.724,6
"7159",30.2817,-97.7239,2
"7160",30.2817,-97.7238,11
"7161",30.2817,-97.7237,7
"7162",30.2817,-97.7236,1
"7163",30.2817,-97.7216,1
"7164",30.2817,-97.7035,1
"7165",30.2817,-97.7033,1
"7166",30.2818,-97.7677,1
"7167",30.2818,-97.7559,1
"7168",30.2818,-97.7558,1
"7169",30.2818,-97.7556,1
"7170",30.2818,-97.7508,1
"7171",30.2818,-97.744,2
"7172",30.2818,-97.7439,4
"7173",30.2818,-97.7436,39
"7174",30.2818,-97.7435,14
"7175",30.2818,-97.7434,11
"7176",30.2818,-97.7433,4
"7177",30.2818,-97.7432,5
"7178",30.2818,-97.7431,18
"7179",30.2818,-97.743,26
"7180",30.2818,-97.7429,15
"7181",30.2818,-97.7428,10
"7182",30.2818,-97.7427,11
"7183",30.2818,-97.7426,15
"7184",30.2818,-97.7425,9
"7185",30.2818,-97.7424,9
"7186",30.2818,-97.7423,13
"7187",30.2818,-97.7422,17
"7188",30.2818,-97.7421,44
"7189",30.2818,-97.742,43
"7190",30.2818,-97.7419,35
"7191",30.2818,-97.7418,20
"7192",30.2818,-97.7417,19
"7193",30.2818,-97.7416,6
"7194",30.2818,-97.7415,9
"7195",30.2818,-97.7414,4
"7196",30.2818,-97.7413,4
"7197",30.2818,-97.7412,1
"7198",30.2818,-97.7411,2
"7199",30.2818,-97.741,2
"7200",30.2818,-97.7409,4
"7201",30.2818,-97.7407,3
"7202",30.2818,-97.74,1
"7203",30.2818,-97.7399,1
"7204",30.2818,-97.7398,5
"7205",30.2818,-97.7397,6
"7206",30.2818,-97.7396,2
"7207",30.2818,-97.7394,7
"7208",30.2818,-97.7391,1
"7209",30.2818,-97.7377,6
"7210",30.2818,-97.7376,14
"7211",30.2818,-97.7375,27
"7212",30.2818,-97.7374,10
"7213",30.2818,-97.7372,2
"7214",30.2818,-97.7371,2
"7215",30.2818,-97.737,1
"7216",30.2818,-97.7368,1
"7217",30.2818,-97.7367,1
"7218",30.2818,-97.7363,1
"7219",30.2818,-97.7361,3
"7220",30.2818,-97.736,2
"7221",30.2818,-97.7359,1
"7222",30.2818,-97.7354,3
"7223",30.2818,-97.7353,4
"7224",30.2818,-97.7352,3
"7225",30.2818,-97.7351,1
"7226",30.2818,-97.7336,3
"7227",30.2818,-97.7335,8
"7228",30.2818,-97.7334,24
"7229",30.2818,-97.7333,35
"7230",30.2818,-97.7332,7
"7231",30.2818,-97.7331,5
"7232",30.2818,-97.7329,5
"7233",30.2818,-97.7328,5
"7234",30.2818,-97.7325,1
"7235",30.2818,-97.7317,1
"7236",30.2818,-97.7316,3
"7237",30.2818,-97.7315,20
"7238",30.2818,-97.7314,19
"7239",30.2818,-97.7313,6
"7240",30.2818,-97.7308,1
"7241",30.2818,-97.7307,1
"7242",30.2818,-97.7306,1
"7243",30.2818,-97.7305,2
"7244",30.2818,-97.7304,1
"7245",30.2818,-97.7303,5
"7246",30.2818,-97.7293,5
"7247",30.2818,-97.7292,6
"7248",30.2818,-97.7291,2
"7249",30.2818,-97.7289,2
"7250",30.2818,-97.7285,1
"7251",30.2818,-97.7284,4
"7252",30.2818,-97.7283,1
"7253",30.2818,-97.7282,1
"7254",30.2818,-97.7281,2
"7255",30.2818,-97.7277,2
"7256",30.2818,-97.7276,2
"7257",30.2818,-97.7274,2
"7258",30.2818,-97.7273,1
"7259",30.2818,-97.7272,1
"7260",30.2818,-97.7271,1
"7261",30.2818,-97.727,1
"7262",30.2818,-97.7262,1
"7263",30.2818,-97.7261,3
"7264",30.2818,-97.726,5
"7265",30.2818,-97.7259,6
"7266",30.2818,-97.7258,3
"7267",30.2818,-97.7257,3
"7268",30.2818,-97.7256,1
"7269",30.2818,-97.7254,1
"7270",30.2818,-97.7252,1
"7271",30.2818,-97.725,1
"7272",30.2818,-97.7249,1
"7273",30.2818,-97.7247,3
"7274",30.2818,-97.7246,3
"7275",30.2818,-97.7245,3
"7276",30.2818,-97.7244,3
"7277",30.2818,-97.7243,6
"7278",30.2818,-97.7242,1
"7279",30.2818,-97.7241,3
"7280",30.2818,-97.724,1
"7281",30.2818,-97.7239,3
"7282",30.2818,-97.7238,8
"7283",30.2818,-97.7237,3
"7284",30.2818,-97.7236,1
"7285",30.2819,-97.744,3
"7286",30.2819,-97.7439,4
"7287",30.2819,-97.7438,2
"7288",30.2819,-97.7437,1
"7289",30.2819,-97.7436,1
"7290",30.2819,-97.7435,1
"7291",30.2819,-97.7434,3
"7292",30.2819,-97.7433,5
"7293",30.2819,-97.7432,19
"7294",30.2819,-97.7431,53
"7295",30.2819,-97.743,42
"7296",30.2819,-97.7429,2
"7297",30.2819,-97.7428,5
"7298",30.2819,-97.7427,13
"7299",30.2819,-97.7426,16
"7300",30.2819,-97.7425,12
"7301",30.2819,-97.7424,3
"7302",30.2819,-97.7423,20
"7303",30.2819,-97.7422,22
"7304",30.2819,-97.7421,54
"7305",30.2819,-97.742,57
"7306",30.2819,-97.7419,14
"7307",30.2819,-97.7418,12
"7308",30.2819,-97.7417,5
"7309",30.2819,-97.7416,6
"7310",30.2819,-97.7415,2
"7311",30.2819,-97.7414,1
"7312",30.2819,-97.7413,1
"7313",30.2819,-97.741,1
"7314",30.2819,-97.7404,1
"7315",30.2819,-97.7402,1
"7316",30.2819,-97.74,1
"7317",30.2819,-97.7399,7
"7318",30.2819,-97.7398,8
"7319",30.2819,-97.7397,5
"7320",30.2819,-97.7396,1
"7321",30.2819,-97.7395,2
"7322",30.2819,-97.7394,15
"7323",30.2819,-97.7391,2
"7324",30.2819,-97.739,2
"7325",30.2819,-97.7378,1
"7326",30.2819,-97.7377,4
"7327",30.2819,-97.7376,8
"7328",30.2819,-97.7375,94
"7329",30.2819,-97.7374,44
"7330",30.2819,-97.7369,1
"7331",30.2819,-97.7368,1
"7332",30.2819,-97.7367,1
"7333",30.2819,-97.7366,1
"7334",30.2819,-97.7358,1
"7335",30.2819,-97.7356,1
"7336",30.2819,-97.7355,1
"7337",30.2819,-97.7354,3
"7338",30.2819,-97.7353,2
"7339",30.2819,-97.7352,2
"7340",30.2819,-97.7341,1
"7341",30.2819,-97.7338,1
"7342",30.2819,-97.7335,10
"7343",30.2819,-97.7334,21
"7344",30.2819,-97.7333,27
"7345",30.2819,-97.7332,8
"7346",30.2819,-97.7331,1
"7347",30.2819,-97.733,2
"7348",30.2819,-97.7329,7
"7349",30.2819,-97.7328,7
"7350",30.2819,-97.7327,2
"7351",30.2819,-97.7317,1
"7352",30.2819,-97.7316,5
"7353",30.2819,-97.7315,18
"7354",30.2819,-97.7314,1
"7355",30.2819,-97.7313,4
"7356",30.2819,-97.7312,4
"7357",30.2819,-97.7308,1
"7358",30.2819,-97.7307,1
"7359",30.2819,-97.7306,3
"7360",30.2819,-97.7305,2
"7361",30.2819,-97.7304,2
"7362",30.2819,-97.7303,6
"7363",30.2819,-97.73,1
"7364",30.2819,-97.7298,1
"7365",30.2819,-97.7293,1
"7366",30.2819,-97.7292,5
"7367",30.2819,-97.7291,4
"7368",30.2819,-97.729,7
"7369",30.2819,-97.7289,1
"7370",30.2819,-97.7288,2
"7371",30.2819,-97.7287,2
"7372",30.2819,-97.7286,2
"7373",30.2819,-97.7285,2
"7374",30.2819,-97.7284,2
"7375",30.2819,-97.7282,2
"7376",30.2819,-97.7278,2
"7377",30.2819,-97.7276,1
"7378",30.2819,-97.7274,1
"7379",30.2819,-97.7273,1
"7380",30.2819,-97.7271,1
"7381",30.2819,-97.727,3
"7382",30.2819,-97.7269,1
"7383",30.2819,-97.7268,4
"7384",30.2819,-97.7267,2
"7385",30.2819,-97.7266,1
"7386",30.2819,-97.7261,2
"7387",30.2819,-97.726,3
"7388",30.2819,-97.7259,1
"7389",30.2819,-97.7258,4
"7390",30.2819,-97.7257,4
"7391",30.2819,-97.7256,2
"7392",30.2819,-97.7254,1
"7393",30.2819,-97.7253,1
"7394",30.2819,-97.725,2
"7395",30.2819,-97.7249,3
"7396",30.2819,-97.7247,4
"7397",30.2819,-97.7246,2
"7398",30.2819,-97.7245,1
"7399",30.2819,-97.7244,1
"7400",30.2819,-97.7243,3
"7401",30.2819,-97.7242,5
"7402",30.2819,-97.7241,5
"7403",30.2819,-97.724,1
"7404",30.2819,-97.7239,5
"7405",30.2819,-97.7238,7
"7406",30.2819,-97.7237,6
"7407",30.2819,-97.7236,1
"7408",30.2819,-97.7229,1
"7409",30.2819,-97.7037,1
"7410",30.2819,-97.7034,1
"7411",30.282,-97.7676,1
"7412",30.282,-97.7653,1
"7413",30.282,-97.7509,1
"7414",30.282,-97.7439,4
"7415",30.282,-97.7438,20
"7416",30.282,-97.7437,1
"7417",30.282,-97.7434,1
"7418",30.282,-97.7433,6
"7419",30.282,-97.7432,4
"7420",30.282,-97.7431,8
"7421",30.282,-97.743,28
"7422",30.282,-97.7429,22
"7423",30.282,-97.7428,4
"7424",30.282,-97.7427,1
"7425",30.282,-97.7426,4
"7426",30.282,-97.7425,6
"7427",30.282,-97.7424,1
"7428",30.282,-97.7423,7
"7429",30.282,-97.7422,10
"7430",30.282,-97.7421,27
"7431",30.282,-97.742,28
"7432",30.282,-97.7419,11
"7433",30.282,-97.7418,3
"7434",30.282,-97.7417,2
"7435",30.282,-97.7416,1
"7436",30.282,-97.7415,1
"7437",30.282,-97.7413,1
"7438",30.282,-97.7404,1
"7439",30.282,-97.7401,4
"7440",30.282,-97.74,6
"7441",30.282,-97.7399,4
"7442",30.282,-97.7398,10
"7443",30.282,-97.7397,6
"7444",30.282,-97.7396,1
"7445",30.282,-97.7395,1
"7446",30.282,-97.7394,5
"7447",30.282,-97.7391,1
"7448",30.282,-97.739,1
"7449",30.282,-97.7378,1
"7450",30.282,-97.7377,6
"7451",30.282,-97.7376,21
"7452",30.282,-97.7375,70
"7453",30.282,-97.7374,28
"7454",30.282,-97.7373,2
"7455",30.282,-97.737,2
"7456",30.282,-97.7367,2
"7457",30.282,-97.7361,2
"7458",30.282,-97.7359,1
"7459",30.282,-97.7355,1
"7460",30.282,-97.7353,5
"7461",30.282,-97.7352,1
"7462",30.282,-97.7336,6
"7463",30.282,-97.7335,12
"7464",30.282,-97.7334,29
"7465",30.282,-97.7333,15
"7466",30.282,-97.7332,4
"7467",30.282,-97.7328,2
"7468",30.282,-97.7327,1
"7469",30.282,-97.7325,1
"7470",30.282,-97.7323,1
"7471",30.282,-97.7322,1
"7472",30.282,-97.7317,3
"7473",30.282,-97.7316,5
"7474",30.282,-97.7315,20
"7475",30.282,-97.7314,11
"7476",30.282,-97.7313,6
"7477",30.282,-97.7312,6
"7478",30.282,-97.7311,10
"7479",30.282,-97.731,6
"7480",30.282,-97.7309,3
"7481",30.282,-97.7307,6
"7482",30.282,-97.7304,2
"7483",30.282,-97.7303,10
"7484",30.282,-97.7302,3
"7485",30.282,-97.7301,6
"7486",30.282,-97.73,1
"7487",30.282,-97.7299,1
"7488",30.282,-97.7291,5
"7489",30.282,-97.729,7
"7490",30.282,-97.7289,2
"7491",30.282,-97.7288,3
"7492",30.282,-97.7287,4
"7493",30.282,-97.7286,2
"7494",30.282,-97.7285,7
"7495",30.282,-97.7283,2
"7496",30.282,-97.7279,1
"7497",30.282,-97.7277,1
"7498",30.282,-97.7276,1
"7499",30.282,-97.7275,1
"7500",30.282,-97.7273,4
"7501",30.282,-97.7271,5
"7502",30.282,-97.727,16
"7503",30.282,-97.7269,1
"7504",30.282,-97.7268,2
"7505",30.282,-97.7266,1
"7506",30.282,-97.7261,4
"7507",30.282,-97.726,31
"7508",30.282,-97.7259,13
"7509",30.282,-97.7258,8
"7510",30.282,-97.7256,1
"7511",30.282,-97.7255,2
"7512",30.282,-97.7254,1
"7513",30.282,-97.7252,2
"7514",30.282,-97.7251,1
"7515",30.282,-97.725,4
"7516",30.282,-97.7249,2
"7517",30.282,-97.7248,3
"7518",30.282,-97.7247,3
"7519",30.282,-97.7245,2
"7520",30.282,-97.7244,3
"7521",30.282,-97.7243,2
"7522",30.282,-97.7242,4
"7523",30.282,-97.7241,4
"7524",30.282,-97.724,3
"7525",30.282,-97.7239,5
"7526",30.282,-97.7238,8
"7527",30.282,-97.7237,1
"7528",30.282,-97.7217,1
"7529",30.282,-97.7035,1
"7530",30.2821,-97.7654,1
"7531",30.2821,-97.7561,1
"7532",30.2821,-97.7439,2
"7533",30.2821,-97.7438,3
"7534",30.2821,-97.7437,13
"7535",30.2821,-97.7436,3
"7536",30.2821,-97.7434,5
"7537",30.2821,-97.7433,4
"7538",30.2821,-97.7432,8
"7539",30.2821,-97.7431,6
"7540",30.2821,-97.743,4
"7541",30.2821,-97.7429,4
"7542",30.2821,-97.7428,3
"7543",30.2821,-97.7425,1
"7544",30.2821,-97.7423,5
"7545",30.2821,-97.7422,6
"7546",30.2821,-97.7421,32
"7547",30.2821,-97.742,10
"7548",30.2821,-97.7419,5
"7549",30.2821,-97.7418,2
"7550",30.2821,-97.7406,1
"7551",30.2821,-97.7404,1
"7552",30.2821,-97.7401,5
"7553",30.2821,-97.74,6
"7554",30.2821,-97.7399,8
"7555",30.2821,-97.7398,7
"7556",30.2821,-97.7397,8
"7557",30.2821,-97.7396,1
"7558",30.2821,-97.7395,15
"7559",30.2821,-97.7394,8
"7560",30.2821,-97.739,2
"7561",30.2821,-97.7385,1
"7562",30.2821,-97.7384,1
"7563",30.2821,-97.738,1
"7564",30.2821,-97.7378,1
"7565",30.2821,-97.7377,3
"7566",30.2821,-97.7376,9
"7567",30.2821,-97.7375,5
"7568",30.2821,-97.7374,17
"7569",30.2821,-97.7371,4
"7570",30.2821,-97.737,5
"7571",30.2821,-97.7363,1
"7572",30.2821,-97.7362,1
"7573",30.2821,-97.7361,2
"7574",30.2821,-97.7358,2
"7575",30.2821,-97.7355,1
"7576",30.2821,-97.7354,2
"7577",30.2821,-97.7353,3
"7578",30.2821,-97.7352,2
"7579",30.2821,-97.7338,1
"7580",30.2821,-97.7337,2
"7581",30.2821,-97.7336,5
"7582",30.2821,-97.7335,16
"7583",30.2821,-97.7334,26
"7584",30.2821,-97.7333,6
"7585",30.2821,-97.7332,4
"7586",30.2821,-97.7331,1
"7587",30.2821,-97.733,1
"7588",30.2821,-97.7329,1
"7589",30.2821,-97.7328,3
"7590",30.2821,-97.7325,1
"7591",30.2821,-97.7318,1
"7592",30.2821,-97.7317,4
"7593",30.2821,-97.7316,9
"7594",30.2821,-97.7315,18
"7595",30.2821,-97.7314,9
"7596",30.2821,-97.7313,6
"7597",30.2821,-97.7312,18
"7598",30.2821,-97.7311,49
"7599",30.2821,-97.731,8
"7600",30.2821,-97.7309,18
"7601",30.2821,-97.7308,3
"7602",30.2821,-97.7307,3
"7603",30.2821,-97.7306,1
"7604",30.2821,-97.7305,5
"7605",30.2821,-97.7304,1
"7606",30.2821,-97.7303,15
"7607",30.2821,-97.73,1
"7608",30.2821,-97.7291,1
"7609",30.2821,-97.729,3
"7610",30.2821,-97.7289,9
"7611",30.2821,-97.7288,6
"7612",30.2821,-97.7287,4
"7613",30.2821,-97.7286,7
"7614",30.2821,-97.7285,2
"7615",30.2821,-97.7284,2
"7616",30.2821,-97.728,2
"7617",30.2821,-97.7278,1
"7618",30.2821,-97.7275,3
"7619",30.2821,-97.7274,2
"7620",30.2821,-97.7273,3
"7621",30.2821,-97.7272,2
"7622",30.2821,-97.7271,2
"7623",30.2821,-97.727,34
"7624",30.2821,-97.7269,3
"7625",30.2821,-97.7266,1
"7626",30.2821,-97.7264,1
"7627",30.2821,-97.7263,1
"7628",30.2821,-97.7262,3
"7629",30.2821,-97.7261,2
"7630",30.2821,-97.726,1
"7631",30.2821,-97.7259,2
"7632",30.2821,-97.7258,8
"7633",30.2821,-97.7257,10
"7634",30.2821,-97.7256,4
"7635",30.2821,-97.7255,7
"7636",30.2821,-97.7254,2
"7637",30.2821,-97.7253,5
"7638",30.2821,-97.7252,6
"7639",30.2821,-97.7251,4
"7640",30.2821,-97.725,7
"7641",30.2821,-97.7249,5
"7642",30.2821,-97.7248,2
"7643",30.2821,-97.7247,3
"7644",30.2821,-97.7246,1
"7645",30.2821,-97.7245,1
"7646",30.2821,-97.7244,2
"7647",30.2821,-97.7243,2
"7648",30.2821,-97.7241,2
"7649",30.2821,-97.724,5
"7650",30.2821,-97.7239,3
"7651",30.2821,-97.7238,4
"7652",30.2821,-97.7237,2
"7653",30.2821,-97.7035,8
"7654",30.2822,-97.7564,1
"7655",30.2822,-97.751,1
"7656",30.2822,-97.7439,2
"7657",30.2822,-97.7438,2
"7658",30.2822,-97.7437,17
"7659",30.2822,-97.7436,5
"7660",30.2822,-97.7435,2
"7661",30.2822,-97.7433,1
"7662",30.2822,-97.7432,3
"7663",30.2822,-97.7431,2
"7664",30.2822,-97.743,1
"7665",30.2822,-97.7426,1
"7666",30.2822,-97.7424,1
"7667",30.2822,-97.7423,1
"7668",30.2822,-97.7422,3
"7669",30.2822,-97.7421,28
"7670",30.2822,-97.742,13
"7671",30.2822,-97.7419,2
"7672",30.2822,-97.7418,2
"7673",30.2822,-97.7414,1
"7674",30.2822,-97.7406,1
"7675",30.2822,-97.7405,3
"7676",30.2822,-97.7404,2
"7677",30.2822,-97.7402,1
"7678",30.2822,-97.7401,2
"7679",30.2822,-97.74,1
"7680",30.2822,-97.7399,4
"7681",30.2822,-97.7398,3
"7682",30.2822,-97.7397,4
"7683",30.2822,-97.7396,11
"7684",30.2822,-97.7395,58
"7685",30.2822,-97.7394,3
"7686",30.2822,-97.7393,5
"7687",30.2822,-97.7392,1
"7688",30.2822,-97.7391,5
"7689",30.2822,-97.739,4
"7690",30.2822,-97.7389,2
"7691",30.2822,-97.7387,2
"7692",30.2822,-97.7377,11
"7693",30.2822,-97.7376,13
"7694",30.2822,-97.7375,10
"7695",30.2822,-97.7374,7
"7696",30.2822,-97.7373,1
"7697",30.2822,-97.7372,1
"7698",30.2822,-97.7371,3
"7699",30.2822,-97.737,2
"7700",30.2822,-97.7368,1
"7701",30.2822,-97.7366,1
"7702",30.2822,-97.736,1
"7703",30.2822,-97.7359,2
"7704",30.2822,-97.7358,1
"7705",30.2822,-97.7354,2
"7706",30.2822,-97.7353,3
"7707",30.2822,-97.7352,1
"7708",30.2822,-97.7351,2
"7709",30.2822,-97.7344,1
"7710",30.2822,-97.7338,2
"7711",30.2822,-97.7337,3
"7712",30.2822,-97.7336,16
"7713",30.2822,-97.7335,23
"7714",30.2822,-97.7334,26
"7715",30.2822,-97.7333,10
"7716",30.2822,-97.7332,1
"7717",30.2822,-97.7329,1
"7718",30.2822,-97.7328,1
"7719",30.2822,-97.7318,1
"7720",30.2822,-97.7317,2
"7721",30.2822,-97.7316,10
"7722",30.2822,-97.7315,16
"7723",30.2822,-97.7314,10
"7724",30.2822,-97.7313,6
"7725",30.2822,-97.7312,8
"7726",30.2822,-97.7311,39
"7727",30.2822,-97.731,79
"7728",30.2822,-97.7309,49
"7729",30.2822,-97.7308,20
"7730",30.2822,-97.7307,13
"7731",30.2822,-97.7306,1
"7732",30.2822,-97.7304,1
"7733",30.2822,-97.7303,2
"7734",30.2822,-97.7302,2
"7735",30.2822,-97.7301,1
"7736",30.2822,-97.73,1
"7737",30.2822,-97.7299,2
"7738",30.2822,-97.7295,2
"7739",30.2822,-97.7293,1
"7740",30.2822,-97.7292,1
"7741",30.2822,-97.7291,2
"7742",30.2822,-97.7289,6
"7743",30.2822,-97.7288,5
"7744",30.2822,-97.7287,9
"7745",30.2822,-97.7286,1
"7746",30.2822,-97.7285,1
"7747",30.2822,-97.7284,1
"7748",30.2822,-97.7283,2
"7749",30.2822,-97.7282,2
"7750",30.2822,-97.7281,2
"7751",30.2822,-97.728,1
"7752",30.2822,-97.7277,1
"7753",30.2822,-97.7273,3
"7754",30.2822,-97.7272,3
"7755",30.2822,-97.7271,2
"7756",30.2822,-97.727,1
"7757",30.2822,-97.7269,1
"7758",30.2822,-97.7268,3
"7759",30.2822,-97.7267,1
"7760",30.2822,-97.7266,1
"7761",30.2822,-97.7265,2
"7762",30.2822,-97.7264,1
"7763",30.2822,-97.7263,1
"7764",30.2822,-97.7261,3
"7765",30.2822,-97.7259,5
"7766",30.2822,-97.7258,7
"7767",30.2822,-97.7257,6
"7768",30.2822,-97.7256,2
"7769",30.2822,-97.7255,2
"7770",30.2822,-97.7254,6
"7771",30.2822,-97.7253,3
"7772",30.2822,-97.7252,3
"7773",30.2822,-97.7251,5
"7774",30.2822,-97.725,3
"7775",30.2822,-97.7249,3
"7776",30.2822,-97.7248,3
"7777",30.2822,-97.7245,3
"7778",30.2822,-97.7244,1
"7779",30.2822,-97.7243,1
"7780",30.2822,-97.7242,2
"7781",30.2822,-97.7239,3
"7782",30.2822,-97.7238,2
"7783",30.2822,-97.7237,1
"7784",30.2822,-97.7084,1
"7785",30.2822,-97.7039,1
"7786",30.2823,-97.7674,1
"7787",30.2823,-97.7563,1
"7788",30.2823,-97.7442,1
"7789",30.2823,-97.7441,1
"7790",30.2823,-97.744,1
"7791",30.2823,-97.7438,3
"7792",30.2823,-97.7437,1
